,advanced education,non advanced education
1536,,low<=50K
1537,,low<=50K
1538,,low>50K
1539,,low<=50K
1540,,low>50K
1541,,low<=50K
1542,high>50K,
1543,,low<=50K
1544,,low<=50K
1545,,low<=50K
1546,,low>50K
1547,,low<=50K
1548,,low>50K
1549,,low<=50K
1550,,low<=50K
1551,,low<=50K
1552,high<=50K,
1553,,low<=50K
1554,,low<=50K
1555,,low<=50K
1556,,low<=50K
1557,,low<=50K
1558,,low>50K
1559,high<=50K,
1560,high>50K,
1561,,low<=50K
1562,,low<=50K
1563,high>50K,
1564,,low<=50K
1565,,low<=50K
1566,high<=50K,
1567,high>50K,
1568,high>50K,
1569,,low<=50K
1570,,low<=50K
1571,,low<=50K
1572,high>50K,
1573,,low>50K
1574,,low<=50K
1575,,low<=50K
1576,,low>50K
1577,,low<=50K
1578,high>50K,
1579,,low<=50K
1580,high<=50K,
1581,,low<=50K
1582,,low<=50K
1583,high<=50K,
1584,,low<=50K
1585,high>50K,
1586,high<=50K,
1587,,low<=50K
1588,,low<=50K
1589,high>50K,
1590,,low<=50K
1591,,low<=50K
1592,high<=50K,
1593,,low<=50K
1594,,low<=50K
1595,high<=50K,
1596,,low<=50K
1597,,low<=50K
1598,,low<=50K
1599,,low<=50K
1600,,low<=50K
1601,,low<=50K
1602,,low<=50K
1603,,low>50K
1604,high<=50K,
1605,high<=50K,
1606,,low<=50K
1607,,low<=50K
1608,,low>50K
1609,high<=50K,
1610,,low<=50K
1611,high>50K,
1612,high>50K,
1613,,low<=50K
1614,,low<=50K
1615,,low<=50K
1616,,low>50K
1617,,low<=50K
1618,,low>50K
1619,,low>50K
1620,,low>50K
1621,,low<=50K
1622,,low<=50K
1623,,low<=50K
1624,,low>50K
1625,high>50K,
1626,,low<=50K
1627,,low<=50K
1628,high>50K,
1629,,low<=50K
1630,high>50K,
1631,high>50K,
1632,high>50K,
1633,,low<=50K
1634,,low<=50K
1635,,low<=50K
1636,,low<=50K
1637,,low<=50K
1638,high<=50K,
1639,,low<=50K
1640,,low>50K
1641,high<=50K,
1642,,low<=50K
1643,,low>50K
1644,,low<=50K
1645,high<=50K,
1646,,low<=50K
1647,,low<=50K
1648,,low>50K
1649,,low<=50K
1650,high<=50K,
1651,,low<=50K
1652,,low<=50K
1653,,low<=50K
1654,,low<=50K
1655,,low<=50K
1656,,low>50K
1657,high>50K,
1658,,low<=50K
1659,,low>50K
1660,,low<=50K
1661,,low<=50K
1662,,low<=50K
1663,high>50K,
1664,,low<=50K
1665,,low<=50K
1666,,low<=50K
1667,,low>50K
1668,high>50K,
1669,,low>50K
1670,,low<=50K
1671,,low<=50K
1672,,low<=50K
1673,,low<=50K
1674,,low<=50K
1675,,low<=50K
1676,high<=50K,
1677,,low<=50K
1678,,low<=50K
1679,high<=50K,
1680,,low<=50K
1681,,low<=50K
1682,high<=50K,
1683,,low<=50K
1684,,low<=50K
1685,high<=50K,
1686,,low<=50K
1687,,low<=50K
1688,,low<=50K
1689,,low<=50K
1690,high<=50K,
1691,,low>50K
1692,,low<=50K
1693,,low<=50K
1694,high<=50K,
1695,,low<=50K
1696,high<=50K,
1697,high<=50K,
1698,,low<=50K
1699,,low<=50K
1700,,low>50K
1701,,low<=50K
1702,,low<=50K
1703,high>50K,
1704,,low<=50K
1705,,low>50K
1706,,low<=50K
1707,,low<=50K
1708,,low<=50K
1709,high>50K,
1710,,low<=50K
1711,,low<=50K
1712,,low>50K
1713,high<=50K,
1714,,low<=50K
1715,,low>50K
1716,,low>50K
1717,high<=50K,
1718,,low<=50K
1719,,low<=50K
1720,high>50K,
1721,,low>50K
1722,high<=50K,
1723,,low<=50K
1724,,low<=50K
1725,,low<=50K
1726,,low>50K
1727,,low<=50K
1728,,low<=50K
1729,,low<=50K
1730,,low<=50K
1731,,low<=50K
1732,high>50K,
1733,,low<=50K
1734,high>50K,
1735,high<=50K,
1736,,low<=50K
1737,,low<=50K
1738,high<=50K,
1739,,low<=50K
1740,,low<=50K
1741,,low<=50K
1742,,low>50K
1743,,low>50K
1744,high<=50K,
1745,high<=50K,
1746,,low<=50K
1747,,low<=50K
1748,,low<=50K
1749,,low<=50K
1750,,low<=50K
1751,,low<=50K
1752,,low<=50K
1753,high>50K,
1754,high<=50K,
1755,,low<=50K
1756,high<=50K,
1757,high<=50K,
1758,,low<=50K
1759,high>50K,
1760,,low>50K
1761,high<=50K,
1762,high>50K,
1763,high<=50K,
1764,,low<=50K
1765,,low<=50K
1766,high<=50K,
1767,,low<=50K
1768,,low<=50K
1769,,low>50K
1770,,low<=50K
1771,high<=50K,
1772,high<=50K,
1773,high<=50K,
1774,high>50K,
1775,,low<=50K
1776,,low<=50K
1777,,low<=50K
1778,,low<=50K
1779,,low>50K
1780,,low<=50K
1781,high>50K,
1782,high<=50K,
1783,,low<=50K
1784,high<=50K,
1785,high>50K,
1786,high<=50K,
1787,,low<=50K
1788,high<=50K,
1789,,low<=50K
1790,,low<=50K
1791,,low<=50K
1792,,low<=50K
1793,,low<=50K
1794,high<=50K,
1795,,low>50K
1796,,low<=50K
1797,high>50K,
1798,high>50K,
1799,high>50K,
1800,high<=50K,
1801,,low<=50K
1802,,low<=50K
1803,,low<=50K
1804,,low<=50K
1805,,low>50K
1806,,low<=50K
1807,high>50K,
1808,,low<=50K
1809,,low<=50K
1810,high>50K,
1811,high<=50K,
1812,,low<=50K
1813,,low>50K
1814,,low<=50K
1815,,low<=50K
1816,,low>50K
1817,high<=50K,
1818,,low>50K
1819,,low>50K
1820,,low<=50K
1821,,low>50K
1822,,low<=50K
1823,,low<=50K
1824,,low<=50K
1825,,low>50K
1826,,low<=50K
1827,high>50K,
1828,,low<=50K
1829,,low>50K
1830,high<=50K,
1831,high>50K,
1832,,low<=50K
1833,,low<=50K
1834,,low<=50K
1835,,low<=50K
1836,,low>50K
1837,high<=50K,
1838,,low<=50K
1839,,low<=50K
1840,,low<=50K
1841,,low<=50K
1842,,low<=50K
1843,high<=50K,
1844,,low<=50K
1845,,low<=50K
1846,high<=50K,
1847,high<=50K,
1848,high<=50K,
1849,,low<=50K
1850,high>50K,
1851,,low<=50K
1852,,low<=50K
1853,high<=50K,
1854,,low<=50K
1855,,low<=50K
1856,high<=50K,
1857,,low>50K
1858,,low<=50K
1859,,low<=50K
1860,high<=50K,
1861,,low>50K
1862,,low>50K
1863,,low<=50K
1864,,low<=50K
1865,,low<=50K
1866,,low<=50K
1867,,low<=50K
1868,,low<=50K
1869,,low>50K
1870,high<=50K,
1871,,low<=50K
1872,,low<=50K
1873,high>50K,
1874,high<=50K,
1875,,low<=50K
1876,,low<=50K
1877,,low>50K
1878,high<=50K,
1879,,low<=50K
1880,high>50K,
1881,,low<=50K
1882,,low<=50K
1883,,low<=50K
1884,,low<=50K
1885,,low>50K
1886,,low<=50K
1887,,low<=50K
1888,,low<=50K
1889,,low<=50K
1890,high<=50K,
1891,high>50K,
1892,,low<=50K
1893,,low<=50K
1894,,low>50K
1895,,low<=50K
1896,high>50K,
1897,,low<=50K
1898,high<=50K,
1899,,low<=50K
1900,,low>50K
1901,,low>50K
1902,,low<=50K
1903,,low<=50K
1904,,low<=50K
1905,,low<=50K
1906,,low<=50K
1907,,low<=50K
1908,high>50K,
1909,,low<=50K
1910,,low<=50K
1911,high>50K,
1912,,low>50K
1913,,low<=50K
1914,,low>50K
1915,,low>50K
1916,,low>50K
1917,,low<=50K
1918,high>50K,
1919,,low>50K
1920,high<=50K,
1921,,low<=50K
1922,,low>50K
1923,high>50K,
1924,,low<=50K
1925,,low<=50K
1926,,low>50K
1927,,low>50K
1928,,low<=50K
1929,,low<=50K
1930,,low>50K
1931,,low>50K
1932,,low<=50K
1933,,low>50K
1934,,low<=50K
1935,high<=50K,
1936,,low<=50K
1937,,low<=50K
1938,high<=50K,
1939,,low<=50K
1940,,low<=50K
1941,,low<=50K
1942,,low<=50K
1943,high<=50K,
1944,,low<=50K
1945,,low<=50K
1946,,low<=50K
1947,,low>50K
1948,,low<=50K
1949,,low<=50K
1950,high<=50K,
1951,,low<=50K
1952,high<=50K,
1953,,low<=50K
1954,,low<=50K
1955,,low<=50K
1956,,low<=50K
1957,,low<=50K
1958,high>50K,
1959,high<=50K,
1960,,low<=50K
1961,,low<=50K
1962,high<=50K,
1963,,low<=50K
1964,,low<=50K
1965,,low<=50K
1966,,low<=50K
1967,high<=50K,
1968,,low<=50K
1969,,low<=50K
1970,,low<=50K
1971,high>50K,
1972,,low<=50K
1973,,low<=50K
1974,high>50K,
1975,high>50K,
1976,,low>50K
1977,,low>50K
1978,,low<=50K
1979,,low<=50K
1980,,low<=50K
1981,,low<=50K
1982,high>50K,
1983,,low<=50K
1984,,low<=50K
1985,,low<=50K
1986,,low<=50K
1987,,low<=50K
1988,,low<=50K
1989,,low<=50K
1990,high>50K,
1991,,low<=50K
1992,,low<=50K
1993,,low>50K
1994,high>50K,
1995,,low>50K
1996,high>50K,
1997,,low<=50K
1998,high>50K,
1999,,low<=50K
2000,high<=50K,
2001,high<=50K,
2002,,low<=50K
2003,,low<=50K
2004,,low>50K
2005,,low<=50K
2006,,low<=50K
2007,,low<=50K
2008,high<=50K,
2009,,low<=50K
2010,,low>50K
2011,high<=50K,
2012,high>50K,
2013,,low<=50K
2014,,low<=50K
2015,,low<=50K
2016,high<=50K,
2017,high<=50K,
2018,,low<=50K
2019,,low>50K
2020,,low>50K
2021,,low<=50K
2022,high<=50K,
2023,,low<=50K
2024,,low<=50K
2025,,low<=50K
2026,,low<=50K
2027,,low>50K
2028,,low<=50K
2029,high>50K,
2030,,low<=50K
2031,,low<=50K
2032,,low<=50K
2033,,low<=50K
2034,,low<=50K
2035,,low<=50K
2036,high<=50K,
2037,,low<=50K
2038,high>50K,
2039,,low>50K
2040,,low<=50K
2041,high>50K,
2042,high<=50K,
2043,,low<=50K
2044,,low>50K
2045,,low<=50K
2046,,low<=50K
2047,,low>50K
2048,high>50K,
2049,,low<=50K
2050,,low<=50K
2051,,low>50K
2052,,low<=50K
2053,,low>50K
2054,,low>50K
2055,,low<=50K
2056,,low>50K
2057,high<=50K,
2058,,low<=50K
2059,,low<=50K
2060,high>50K,
2061,high<=50K,
2062,,low<=50K
2063,high>50K,
2064,,low<=50K
2065,,low>50K
2066,,low<=50K
2067,high<=50K,
2068,,low<=50K
2069,high>50K,
2070,high<=50K,
2071,,low<=50K
2072,high<=50K,
2073,,low<=50K
2074,,low<=50K
2075,,low<=50K
2076,,low>50K
2077,,low<=50K
2078,,low<=50K
2079,,low<=50K
2080,high<=50K,
2081,,low<=50K
2082,,low<=50K
2083,,low<=50K
2084,,low<=50K
2085,,low<=50K
2086,,low<=50K
2087,,low<=50K
2088,,low<=50K
2089,,low<=50K
2090,,low<=50K
2091,,low<=50K
2092,,low>50K
2093,high<=50K,
2094,high<=50K,
2095,high<=50K,
2096,high>50K,
2097,high>50K,
2098,,low<=50K
2099,,low<=50K
2100,,low<=50K
2101,,low<=50K
2102,,low>50K
2103,,low<=50K
2104,,low<=50K
2105,,low<=50K
2106,high<=50K,
2107,,low<=50K
2108,,low<=50K
2109,high<=50K,
2110,,low<=50K
2111,,low<=50K
2112,,low<=50K
2113,high>50K,
2114,high>50K,
2115,,low<=50K
2116,,low<=50K
2117,high>50K,
2118,,low<=50K
2119,,low<=50K
2120,,low>50K
2121,high>50K,
2122,,low<=50K
2123,high<=50K,
2124,,low<=50K
2125,high<=50K,
2126,,low<=50K
2127,high>50K,
2128,high>50K,
2129,,low<=50K
2130,,low>50K
2131,,low<=50K
2132,high>50K,
2133,high>50K,
2134,,low<=50K
2135,,low<=50K
2136,,low<=50K
2137,,low>50K
2138,,low<=50K
2139,,low>50K
2140,,low<=50K
2141,,low>50K
2142,,low<=50K
2143,,low<=50K
2144,,low<=50K
2145,,low<=50K
2146,high>50K,
2147,,low<=50K
2148,,low<=50K
2149,,low<=50K
2150,high>50K,
2151,high>50K,
2152,,low<=50K
2153,,low<=50K
2154,,low>50K
2155,,low<=50K
2156,,low<=50K
2157,high>50K,
2158,high>50K,
2159,high<=50K,
2160,,low<=50K
2161,,low>50K
2162,high<=50K,
2163,,low>50K
2164,,low>50K
2165,,low<=50K
2166,,low<=50K
2167,,low<=50K
2168,,low<=50K
2169,high>50K,
2170,,low<=50K
2171,,low<=50K
2172,,low<=50K
2173,,low<=50K
2174,high<=50K,
2175,,low<=50K
2176,,low<=50K
2177,,low>50K
2178,,low<=50K
2179,,low<=50K
2180,,low<=50K
2181,,low<=50K
2182,,low<=50K
2183,high>50K,
2184,high>50K,
2185,high<=50K,
2186,,low<=50K
2187,high<=50K,
2188,,low>50K
2189,high<=50K,
2190,,low<=50K
2191,,low<=50K
2192,,low<=50K
2193,,low<=50K
2194,high>50K,
2195,,low<=50K
2196,,low<=50K
2197,,low<=50K
2198,,low<=50K
2199,,low<=50K
2200,high>50K,
2201,,low<=50K
2202,,low<=50K
2203,,low>50K
2204,,low<=50K
2205,,low<=50K
2206,,low<=50K
2207,,low<=50K
2208,,low<=50K
2209,,low<=50K
2210,,low<=50K
2211,high>50K,
2212,high>50K,
2213,,low<=50K
2214,,low<=50K
2215,,low<=50K
2216,,low<=50K
2217,,low<=50K
2218,,low<=50K
2219,high<=50K,
2220,,low<=50K
2221,,low>50K
2222,,low>50K
2223,,low<=50K
2224,,low<=50K
2225,,low>50K
2226,,low>50K
2227,,low<=50K
2228,high>50K,
2229,high<=50K,
2230,,low<=50K
2231,high<=50K,
2232,,low<=50K
2233,,low<=50K
2234,,low<=50K
2235,,low<=50K
2236,,low<=50K
2237,,low<=50K
2238,,low<=50K
2239,,low<=50K
2240,,low<=50K
2241,,low<=50K
2242,,low<=50K
2243,,low<=50K
2244,,low<=50K
2245,high<=50K,
2246,,low<=50K
2247,,low<=50K
2248,,low<=50K
2249,,low<=50K
2250,,low<=50K
2251,,low<=50K
2252,,low<=50K
2253,,low<=50K
2254,,low>50K
2255,,low<=50K
2256,high>50K,
2257,,low<=50K
2258,,low>50K
2259,,low<=50K
2260,,low<=50K
2261,high<=50K,
2262,,low>50K
2263,high>50K,
2264,high<=50K,
2265,,low>50K
2266,high>50K,
2267,,low<=50K
2268,,low<=50K
2269,,low<=50K
2270,high<=50K,
2271,,low<=50K
2272,,low<=50K
2273,high>50K,
2274,,low<=50K
2275,high<=50K,
2276,high>50K,
2277,,low<=50K
2278,,low<=50K
2279,,low<=50K
2280,,low<=50K
2281,,low<=50K
2282,,low<=50K
2283,,low<=50K
2284,,low<=50K
2285,high>50K,
2286,,low>50K
2287,high>50K,
2288,,low<=50K
2289,,low<=50K
2290,high<=50K,
2291,,low<=50K
2292,,low<=50K
2293,,low<=50K
2294,,low>50K
2295,,low<=50K
2296,,low>50K
2297,,low>50K
2298,,low<=50K
2299,,low<=50K
2300,,low>50K
2301,,low<=50K
2302,,low<=50K
2303,high>50K,
2304,high<=50K,
2305,,low>50K
2306,,low<=50K
2307,,low<=50K
2308,,low<=50K
2309,,low<=50K
2310,,low<=50K
2311,high<=50K,
2312,high<=50K,
2313,high>50K,
2314,,low<=50K
2315,,low<=50K
2316,,low<=50K
2317,,low<=50K
2318,,low<=50K
2319,,low<=50K
2320,,low<=50K
2321,,low<=50K
2322,,low>50K
2323,,low<=50K
2324,,low<=50K
2325,,low>50K
2326,,low<=50K
2327,,low<=50K
2328,,low<=50K
2329,,low>50K
2330,,low<=50K
2331,,low<=50K
2332,,low<=50K
2333,,low<=50K
2334,,low<=50K
2335,,low<=50K
2336,,low<=50K
2337,high>50K,
2338,,low<=50K
2339,high<=50K,
2340,,low<=50K
2341,,low>50K
2342,,low<=50K
2343,,low<=50K
2344,,low<=50K
2345,,low<=50K
2346,,low<=50K
2347,high<=50K,
2348,,low<=50K
2349,,low>50K
2350,,low<=50K
2351,high>50K,
2352,,low<=50K
2353,,low>50K
2354,,low<=50K
2355,,low<=50K
2356,,low>50K
2357,,low<=50K
2358,,low<=50K
2359,high>50K,
2360,,low<=50K
2361,,low<=50K
2362,,low>50K
2363,high>50K,
2364,,low<=50K
2365,,low<=50K
2366,high>50K,
2367,,low<=50K
2368,,low<=50K
2369,,low>50K
2370,,low>50K
2371,,low>50K
2372,high<=50K,
2373,,low<=50K
2374,,low<=50K
2375,,low>50K
2376,,low<=50K
2377,high>50K,
2378,,low<=50K
2379,,low<=50K
2380,,low<=50K
2381,,low<=50K
2382,,low<=50K
2383,,low<=50K
2384,high>50K,
2385,,low<=50K
2386,,low<=50K
2387,,low<=50K
2388,,low>50K
2389,,low<=50K
2390,,low>50K
2391,high<=50K,
2392,,low<=50K
2393,high<=50K,
2394,,low>50K
2395,,low<=50K
2396,,low>50K
2397,,low<=50K
2398,,low<=50K
2399,,low<=50K
2400,,low<=50K
2401,high>50K,
2402,high>50K,
2403,high<=50K,
2404,,low<=50K
2405,high>50K,
2406,,low<=50K
2407,high<=50K,
2408,,low<=50K
2409,,low>50K
2410,,low<=50K
2411,,low<=50K
2412,,low<=50K
2413,,low<=50K
2414,,low<=50K
2415,,low<=50K
2416,high<=50K,
2417,high>50K,
2418,,low<=50K
2419,,low<=50K
2420,high<=50K,
2421,,low<=50K
2422,,low<=50K
2423,,low<=50K
2424,,low<=50K
2425,,low>50K
2426,,low<=50K
2427,,low<=50K
2428,,low>50K
2429,high>50K,
2430,high>50K,
2431,,low<=50K
2432,,low<=50K
2433,,low<=50K
2434,,low>50K
2435,,low>50K
2436,,low<=50K
2437,,low<=50K
2438,,low<=50K
2439,,low<=50K
2440,,low<=50K
2441,,low<=50K
2442,,low<=50K
2443,high<=50K,
2444,,low<=50K
2445,high<=50K,
2446,,low>50K
2447,high<=50K,
2448,,low<=50K
2449,,low<=50K
2450,high>50K,
2451,high<=50K,
2452,,low<=50K
2453,high<=50K,
2454,,low<=50K
2455,high<=50K,
2456,,low<=50K
2457,,low>50K
2458,,low<=50K
2459,,low<=50K
2460,,low<=50K
2461,high<=50K,
2462,,low<=50K
2463,,low<=50K
2464,high<=50K,
2465,,low<=50K
2466,,low<=50K
2467,,low<=50K
2468,,low<=50K
2469,,low>50K
2470,,low<=50K
2471,,low<=50K
2472,,low>50K
2473,,low<=50K
2474,,low<=50K
2475,,low>50K
2476,,low<=50K
2477,,low<=50K
2478,high>50K,
2479,high<=50K,
2480,,low>50K
2481,,low<=50K
2482,,low>50K
2483,,low<=50K
2484,,low<=50K
2485,high>50K,
2486,high>50K,
2487,high>50K,
2488,,low<=50K
2489,,low<=50K
2490,,low<=50K
2491,,low<=50K
2492,,low>50K
2493,,low<=50K
2494,,low<=50K
2495,,low>50K
2496,,low>50K
2497,,low<=50K
2498,,low>50K
2499,,low<=50K
2500,high>50K,
2501,,low<=50K
2502,,low<=50K
2503,,low<=50K
2504,,low>50K
2505,,low<=50K
2506,,low<=50K
2507,,low<=50K
2508,,low<=50K
2509,,low<=50K
2510,,low<=50K
2511,,low>50K
2512,high>50K,
2513,,low<=50K
2514,,low<=50K
2515,high>50K,
2516,,low<=50K
2517,,low<=50K
2518,,low>50K
2519,,low>50K
2520,,low<=50K
2521,,low<=50K
2522,,low<=50K
2523,,low<=50K
2524,high>50K,
2525,,low<=50K
2526,,low<=50K
2527,,low<=50K
2528,high<=50K,
2529,,low<=50K
2530,,low<=50K
2531,high>50K,
2532,high<=50K,
2533,,low<=50K
2534,,low<=50K
2535,,low<=50K
2536,,low<=50K
2537,,low>50K
2538,,low<=50K
2539,high>50K,
2540,,low<=50K
2541,,low<=50K
2542,,low<=50K
2543,,low<=50K
2544,high<=50K,
2545,,low<=50K
2546,,low<=50K
2547,,low<=50K
2548,,low<=50K
2549,,low<=50K
2550,,low<=50K
2551,,low>50K
2552,high<=50K,
2553,,low<=50K
2554,high<=50K,
2555,high>50K,
2556,,low<=50K
2557,,low<=50K
2558,high<=50K,
2559,,low<=50K
2560,,low<=50K
2561,high<=50K,
2562,,low<=50K
2563,,low<=50K
2564,high<=50K,
2565,,low<=50K
2566,,low<=50K
2567,,low<=50K
2568,,low<=50K
2569,high<=50K,
2570,,low<=50K
2571,,low<=50K
2572,,low>50K
2573,high<=50K,
2574,,low<=50K
2575,high<=50K,
2576,,low<=50K
2577,,low<=50K
2578,,low<=50K
2579,high<=50K,
2580,,low<=50K
2581,,low<=50K
2582,,low<=50K
2583,high>50K,
2584,high>50K,
2585,,low<=50K
2586,,low<=50K
2587,,low>50K
2588,,low>50K
2589,high<=50K,
2590,,low<=50K
2591,,low<=50K
2592,,low<=50K
2593,,low<=50K
2594,,low<=50K
2595,,low>50K
2596,,low<=50K
2597,high<=50K,
2598,,low>50K
2599,,low>50K
2600,,low>50K
2601,high<=50K,
2602,,low>50K
2603,,low<=50K
2604,,low<=50K
2605,,low<=50K
2606,,low<=50K
2607,,low<=50K
2608,,low<=50K
2609,,low<=50K
2610,,low>50K
2611,high>50K,
2612,,low<=50K
2613,,low<=50K
2614,high<=50K,
2615,,low<=50K
2616,,low<=50K
2617,,low<=50K
2618,,low<=50K
2619,high<=50K,
2620,,low<=50K
2621,,low<=50K
2622,,low>50K
2623,high<=50K,
2624,high<=50K,
2625,,low>50K
2626,,low<=50K
2627,,low<=50K
2628,,low<=50K
2629,,low<=50K
2630,,low<=50K
2631,,low<=50K
2632,,low<=50K
2633,high<=50K,
2634,high>50K,
2635,,low<=50K
2636,,low>50K
2637,,low<=50K
2638,high<=50K,
2639,,low<=50K
2640,,low<=50K
2641,,low<=50K
2642,,low<=50K
2643,,low<=50K
2644,high>50K,
2645,,low<=50K
2646,,low>50K
2647,,low<=50K
2648,high<=50K,
2649,,low<=50K
2650,,low>50K
2651,high>50K,
2652,,low<=50K
2653,,low<=50K
2654,,low<=50K
2655,,low<=50K
2656,,low<=50K
2657,,low<=50K
2658,,low<=50K
2659,,low<=50K
2660,,low<=50K
2661,,low<=50K
2662,high<=50K,
2663,,low<=50K
2664,high<=50K,
2665,,low<=50K
2666,,low>50K
2667,high<=50K,
2668,,low>50K
2669,,low<=50K
2670,,low<=50K
2671,,low<=50K
2672,,low<=50K
2673,,low<=50K
2674,,low>50K
2675,,low<=50K
2676,high<=50K,
2677,,low<=50K
2678,,low<=50K
2679,,low>50K
2680,high<=50K,
2681,,low<=50K
2682,,low<=50K
2683,,low<=50K
2684,,low<=50K
2685,,low<=50K
2686,,low<=50K
2687,,low>50K
2688,,low<=50K
2689,high<=50K,
2690,,low<=50K
2691,,low<=50K
2692,,low<=50K
2693,high>50K,
2694,,low<=50K
2695,high>50K,
2696,,low<=50K
2697,high<=50K,
2698,,low<=50K
2699,,low<=50K
2700,high>50K,
2701,high<=50K,
2702,,low<=50K
2703,,low<=50K
2704,high<=50K,
2705,,low>50K
2706,,low<=50K
2707,,low<=50K
2708,,low>50K
2709,,low<=50K
2710,,low<=50K
2711,high>50K,
2712,,low<=50K
2713,high<=50K,
2714,high>50K,
2715,,low<=50K
2716,,low>50K
2717,,low<=50K
2718,,low<=50K
2719,,low<=50K
2720,,low>50K
2721,,low<=50K
2722,,low<=50K
2723,high>50K,
2724,,low<=50K
2725,,low<=50K
2726,,low<=50K
2727,,low<=50K
2728,high<=50K,
2729,,low>50K
2730,,low<=50K
2731,,low<=50K
2732,high<=50K,
2733,,low<=50K
2734,,low<=50K
2735,,low<=50K
2736,,low<=50K
2737,high<=50K,
2738,,low<=50K
2739,high<=50K,
2740,,low<=50K
2741,,low<=50K
2742,,low<=50K
2743,,low<=50K
2744,,low<=50K
2745,,low<=50K
2746,,low<=50K
2747,,low<=50K
2748,,low<=50K
2749,,low<=50K
2750,,low<=50K
2751,,low<=50K
2752,high>50K,
2753,high>50K,
2754,high>50K,
2755,,low>50K
2756,,low<=50K
2757,high<=50K,
2758,high>50K,
2759,,low<=50K
2760,,low<=50K
2761,high>50K,
2762,,low>50K
2763,high>50K,
2764,,low<=50K
2765,,low<=50K
2766,,low<=50K
2767,,low>50K
2768,,low<=50K
2769,high<=50K,
2770,,low<=50K
2771,,low<=50K
2772,,low>50K
2773,,low<=50K
2774,high>50K,
2775,high<=50K,
2776,,low<=50K
2777,,low<=50K
2778,,low>50K
2779,,low>50K
2780,high<=50K,
2781,,low<=50K
2782,,low<=50K
2783,,low<=50K
2784,,low<=50K
2785,high<=50K,
2786,,low<=50K
2787,,low>50K
2788,,low>50K
2789,high<=50K,
2790,,low>50K
2791,,low<=50K
2792,,low<=50K
2793,,low<=50K
2794,,low>50K
2795,,low<=50K
2796,,low<=50K
2797,,low<=50K
2798,,low<=50K
2799,,low<=50K
2800,,low<=50K
2801,,low<=50K
2802,,low>50K
2803,,low<=50K
2804,high<=50K,
2805,,low<=50K
2806,,low<=50K
2807,,low<=50K
2808,,low>50K
2809,,low<=50K
2810,,low<=50K
2811,,low<=50K
2812,high<=50K,
2813,high>50K,
2814,,low<=50K
2815,high>50K,
2816,,low>50K
2817,,low<=50K
2818,,low<=50K
2819,,low<=50K
2820,,low<=50K
2821,,low<=50K
2822,,low<=50K
2823,,low<=50K
2824,high>50K,
2825,,low<=50K
2826,,low>50K
2827,,low<=50K
2828,high>50K,
2829,high<=50K,
2830,high>50K,
2831,high<=50K,
2832,,low<=50K
2833,,low<=50K
2834,,low<=50K
2835,,low<=50K
2836,,low<=50K
2837,,low<=50K
2838,,low<=50K
2839,,low>50K
2840,high>50K,
2841,,low>50K
2842,,low<=50K
2843,high<=50K,
2844,high>50K,
2845,,low<=50K
2846,high>50K,
2847,,low<=50K
2848,,low<=50K
2849,high<=50K,
2850,,low<=50K
2851,,low<=50K
2852,,low<=50K
2853,,low<=50K
2854,,low>50K
2855,,low<=50K
2856,,low<=50K
2857,high>50K,
2858,,low<=50K
2859,high<=50K,
2860,,low<=50K
2861,,low>50K
2862,,low<=50K
2863,,low>50K
2864,high>50K,
2865,,low<=50K
2866,,low<=50K
2867,,low>50K
2868,,low<=50K
2869,,low<=50K
2870,,low>50K
2871,,low<=50K
2872,,low<=50K
2873,high>50K,
2874,high>50K,
2875,,low<=50K
2876,high<=50K,
2877,,low<=50K
2878,,low<=50K
2879,,low<=50K
2880,high<=50K,
2881,high>50K,
